3    4008      0          MOLECULE-1
                   1.8191617E+00   0.0000000E+00   0.0000000E+00
                   0.0000000E+00   0.0000000E+00   0.0000000E+00
                   2.2954691E+00   1.7556991E+00   0.0000000E+00
   1.2049000E-02  -4.8049023E+00  -1.9567395E+00  -8.5037669E-01
   1.2499000E-02  -4.8049023E+00  -1.9567395E+00  -2.8345890E-01
   1.2499000E-02  -4.8049023E+00  -1.9567395E+00   2.8345890E-01
   1.2049000E-02  -4.8049023E+00  -1.9567395E+00   8.5037669E-01
   1.3056000E-02  -4.8049023E+00  -1.3898217E+00  -1.4172945E+00
   1.4042000E-02  -4.8049023E+00  -1.3898217E+00  -8.5037669E-01
   1.4578000E-02  -4.8049023E+00  -1.3898217E+00  -2.8345890E-01
   1.4578000E-02  -4.8049023E+00  -1.3898217E+00   2.8345890E-01
   1.4042000E-02  -4.8049023E+00  -1.3898217E+00   8.5037669E-01
   1.3056000E-02  -4.8049023E+00  -1.3898217E+00   1.4172945E+00
   1.3219000E-02  -4.8049023E+00  -8.2290386E-01  -1.9842123E+00
   1.4676000E-02  -4.8049023E+00  -8.2290386E-01  -1.4172945E+00
   1.5791000E-02  -4.8049023E+00  -8.2290386E-01  -8.5037669E-01
   1.6399000E-02  -4.8049023E+00  -8.2290386E-01  -2.8345890E-01
   1.6399000E-02  -4.8049023E+00  -8.2290386E-01   2.8345890E-01
   1.5791000E-02  -4.8049023E+00  -8.2290386E-01   8.5037669E-01
   1.4676000E-02  -4.8049023E+00  -8.2290386E-01   1.4172945E+00
   1.3219000E-02  -4.8049023E+00  -8.2290386E-01   1.9842123E+00
   1.4370000E-02  -4.8049023E+00  -2.5598606E-01  -1.9842123E+00
   1.5933000E-02  -4.8049023E+00  -2.5598606E-01  -1.4172945E+00
   1.7130000E-02  -4.8049023E+00  -2.5598606E-01  -8.5037669E-01
   1.7783000E-02  -4.8049023E+00  -2.5598606E-01  -2.8345890E-01
   1.7783000E-02  -4.8049023E+00  -2.5598606E-01   2.8345890E-01
   1.7130000E-02  -4.8049023E+00  -2.5598606E-01   8.5037669E-01
   1.5933000E-02  -4.8049023E+00  -2.5598606E-01   1.4172945E+00
   1.4370000E-02  -4.8049023E+00  -2.5598606E-01   1.9842123E+00
   1.5132000E-02  -4.8049023E+00   3.1093173E-01  -1.9842123E+00
